time,loss,mse_loss,val_loss,val_mse_loss,lr
15.255516529083252,0.6016308100915503,5.520368098527536,0.04907924557725588,3.8866636753082275,1.0000e-04
13.831402778625488,0.15414751792358683,4.462766203729585,-0.15960300465424856,3.124952793121338,9.9999e-05
13.5751051902771,-0.08700596346605527,3.071058919546248,-0.366046001513799,2.805948257446289,9.9996e-05
13.566396951675415,-0.21062319742879648,3.1951694586153687,-0.4640490611394246,3.486265460650126,9.9992e-05
13.56013035774231,-0.3201132426145433,3.0491196655336466,-0.554560661315918,4.342185656229655,9.9985e-05
13.570399045944214,-0.3465853337487527,2.9679302713651765,-0.5062579313913981,4.293602228164673,9.9976e-05
13.57338571548462,-0.4493916778900157,3.0057820609246177,-0.7118146618207296,1.7286295493443806,9.9966e-05
13.578771591186523,-0.5359038124824392,2.8853983742067184,-0.6490199565887451,2.4073214530944824,9.9954e-05
13.565858125686646,-0.576025510399506,2.6684139286992195,-0.8383316596349081,1.6645572980244954,9.9940e-05
13.55686640739441,-0.6484182971989971,2.5726037069983865,-0.8825251261393229,2.1374569733937583,9.9924e-05
13.549295425415039,-0.6910752953811624,2.433772194488295,-0.945572038491567,1.926331917444865,9.9906e-05
13.568779230117798,-0.7436915344890507,2.566717271832214,-0.972784141699473,2.13866659005483,9.9886e-05
13.55971622467041,-0.7831297837112142,2.1958415128033737,-1.002648929754893,2.8633567889531455,9.9865e-05
13.577837467193604,-0.8292344683545759,2.2758830430350083,-1.0524348417917888,1.5155603090922039,9.9841e-05
13.5724515914917,-0.8111574969243729,2.6132323318856887,-1.0819854338963826,2.0995991230010986,9.9816e-05
13.579061269760132,-0.8606689731622564,2.261343697107386,-1.0859102805455525,2.120875279108683,9.9788e-05
13.559548616409302,-0.9099693121923798,2.195604601896357,-1.1471202770868938,2.6930599212646484,9.9759e-05
13.569839000701904,-0.9306467185760366,2.1638466396379745,-1.0790650049845378,1.9005045493443806,9.9728e-05
13.556727886199951,-0.9499236050693468,2.306333463853118,-1.1362311045328777,3.2224910259246826,9.9695e-05
13.573373556137085,-0.919447922329793,2.268984870407088,-1.1580524047215779,2.9186805884043374,9.9661e-05
13.565839290618896,-0.9893052598525738,2.1657083513236595,-1.1780925194422405,1.7025117079416912,9.9624e-05
13.557124614715576,-0.9589083210147661,2.233895204104911,-1.2032875617345173,2.39646844069163,9.9585e-05
13.565903186798096,-1.0139860627294957,2.2232882225479202,-1.189165989557902,2.8162681659062705,9.9545e-05
13.573522329330444,-1.0288366588025257,1.834822368861615,-1.243047873179118,1.8554202516873677,9.9503e-05
13.573776721954346,-1.0506359878285179,2.0094714647737044,-1.2340346177419026,2.418269912401835,9.9459e-05
13.561748266220093,-1.0691244965312126,2.0939893672007255,-1.2197751998901367,1.3598679502805073,9.9413e-05
13.540154218673706,-1.0706475839532654,2.223782822061544,-1.2596054474512737,1.6559837659200032,9.9365e-05
13.559478521347046,-1.0825890684607384,2.0857503447553207,-1.2417679230372112,2.766817013422648,9.9315e-05
13.551281213760376,-1.0965712899449227,1.985815206992215,-1.2733876307805378,1.2805421153704326,9.9264e-05
13.570669412612915,-1.0661620332420558,2.07737663482455,-1.2441149552663167,1.8363921642303467,9.9211e-05
13.615306377410889,-1.1118907505410842,1.9787043432394664,-1.2512418429056804,1.9822217623392742,9.9155e-05
13.57619309425354,-1.119025996875489,1.7019784279253292,-1.2848591407140095,1.3721065322558086,9.9098e-05
13.54889965057373,-1.1330468844750832,1.9318586748906936,-1.3157286643981934,1.6173222462336223,9.9039e-05
13.577097415924072,-1.1378886196120033,2.0508836852921837,-1.2730722824732463,1.8508392969767253,9.8978e-05
13.56529974937439,-1.1490095610591187,2.108029066831216,-1.3381967941919963,1.5520755847295125,9.8916e-05
13.571059703826904,-1.153070662727301,1.5876483106236348,-1.3332808017730713,0.9810731410980225,9.8851e-05
13.591935634613037,-1.1571323287555542,1.9253339547364192,-1.3253956238428752,1.5827147960662842,9.8785e-05
13.593105554580688,-1.1648759067743675,2.137023292053705,-1.3053167661031086,2.6092782020568848,9.8717e-05
13.582670211791992,-1.1649868705834465,1.406963430687614,-1.2591709693272908,1.6437967816988628,9.8647e-05
13.579601287841797,-1.1714302452131249,1.8692233854497986,-1.3270434538523357,1.1074659029642742,9.8575e-05
13.569372177124023,-1.1843803360544403,2.100780999951664,-1.3414186239242554,0.8374988436698914,9.8502e-05
13.558236837387085,-1.195363276991351,1.5324879417988075,-1.296130617459615,1.2029892603556316,9.8426e-05
13.577682256698608,-1.189232134270942,1.8300084602730027,-1.344653606414795,1.0094685753186543,9.8349e-05
13.597326755523682,-1.195045301283913,1.608017398108696,-1.3673489888509114,1.4896843433380127,9.8270e-05
13.586877584457397,-1.105912714854054,1.5464238553554162,-1.323945124944051,1.3151095509529114,9.8189e-05
13.600257873535156,-1.1450743060344937,1.7854799037349636,-1.338423490524292,1.927718997001648,9.8106e-05
13.584733963012695,-1.1961274943475066,1.6361174284555446,-1.345830996831258,1.0748422344525654,9.8022e-05
